audit_no,dataset_id,project_no,bid_no,bid_base_no,package_id,notice_date,country_ko,stored_country_ko,title,stored_contract_type,scope_role,facility_type,work_type,notice_ceiling_usd,notice_ceiling_krw_raw,notice_ceiling_usd_raw,selected_area_m2,area_semantics,area_aggregation,area_confidence,area_source_file,area_source_locator,area_quote,area_candidates,selected_construction_cost_usd,amount_stage,amount_scope,tax_basis,contingency_note,amount_source_file,amount_source_locator,amount_quote,amount_confidence,record_cost_semantics,record_scope_status,same_scope_status,screening_unit_usd_m2,notice_ceiling_to_selected_gap_pct,realized_price_available,final_grade,compact_grade,verification_level,grade_detail,manual_note,legacy_reviewed_case,legacy_evidence_grade,legacy_cost_stage,legacy_grade_not_inherited,strict_attachment_review,unit_cost_allowed_use,direct_future_estimate_ready,sample_weight_notice,source_url,grade_system_version,audit_date,indexed_attachment_count,spreadsheet_count,boq_named_file_count,quantity_table_file_count,priced_table_file_count,scan_error_file_count,is_bid_base_representative,is_project_display_representative
63,2021-2025,2020-00094,L2022-00009-1,L2022-00009,2020-00094::L2022-00009,2022-04-26,필리핀,필리핀,필리핀 국립대학교 로스바뇨스 첨단농업연구센터 건축 설계 용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,미분류,255360.0,,"$ 255,360",,AMBIGUOUS_AREA,UNKNOWN,LOW,L2022-00009-1/Bid Announcement_KOICA-UPLB Project.docx,표 1 행 4,"Summary of Research Center | Center: 3,400 ㎡ , 3 story G reen House: 600 ㎡",3400:AMBIGUOUS_AREA;600:AMBIGUOUS_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00009&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
64,2021-2025,2019-00071,L2022-00019-1,L2022-00019,2019-00071::L2022-00019,2022-05-24,라오스,라오스,라오스 성생식 모자보건 RMNCH센터 및 여성폭력 예방대응 EVAW센터 시공업체 선정,공사,WORKS,기타·미분류,신축,1447700.0,,"$ 1,447,700",989.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2022-00019-1/05. Bidding Documents (220523).docx,표 32 행 5,RMNCH | ▪ New Construction ▪ Site Area: approx . 870 m2 | ▪ Building Area: approx. 514 m2 ▪ Gross Floor Area: approx. 989 m2,989:GFA;889:GFA;514:BUILDING_OR_CONSTRUCTION_AREA;514:BUILDING_OR_CONSTRUCTION_AREA;313:BUILDING_OR_CONSTRUCTION_AREA;313:BUILDING_OR_CONSTRUCTION_AREA;989:AMBIGUOUS_AREA;889:AMBIGUOUS_AREA;870:SITE_AREA;455:SITE_AREA,1447700.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,1463.8018200202225,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00019&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,5,0,0,0,0,0,1,1
65,2021-2025,2016-20098,L2022-00007-2,L2022-00007,2016-20098::L2022-00007,2022-05-30,인도네시아,인도네시아,인도네시아 경찰청 사이버범죄수사 교육센터 프로젝트 리모델링업체 선정 입찰,공사,WORKS,학교·교육시설,리모델링·개보수,275400.0,,"$ 275,400",1458.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2022-00007-2/(붙임1) 220525인도네시아 경찰청사이버범죄수사 교육센타 시공사 선정 입찰계획(안) - 재공고.hwp,문단 64,"대상 연면적 1,458.00㎡; 상세페이지 집행한도 USD 275,400; 산출단가 USD 189/㎡.",1458:AMBIGUOUS_AREA;852:AMBIGUOUS_AREA;606:AMBIGUOUS_AREA,275400.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,개보수 패키지,L2022-00007-2/(붙임1) 220525인도네시아 경찰청사이버범죄수사 교육센타 시공사 선정 입찰계획(안) - 재공고.hwp,문단 64,"대상 연면적 1,458.00㎡; 상세페이지 집행한도 USD 275,400; 산출단가 USD 189/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,188.88888888888889,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,C,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00007&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,2,0,0,0,0,0,1,1
66,2021-2025,2020-00073,L2022-00027-1,L2022-00027,2020-00073::L2022-00027,2022-06-06,에콰도르,에콰도르,에콰도르 키토시 혁신센터 건립을 통한 창업 및 기업혁신 지원체계 강화사업 리모델링 설계 용역,용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,리모델링·개보수,160350.0,,"$ 160,350",3100.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2022-00027-1/2. 입찰서류(영문)_키토혁신센터 설계_220531/1. Ecuador Bidding Guideline 20220531.docx,문단 57,"GFA 3,100㎡, 추정공사비 USD 2,670,000; 설계비율 6%.",3100:GFA;3100:GFA;1950:GFA;3100:GFA;3100:AMBIGUOUS_AREA;2800:AMBIGUOUS_AREA;1950:WORK_ITEM_AREA,2670000.0,DESIGN_ESTIMATE,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2022-00027-1/2. 입찰서류(영문)_키토혁신센터 설계_220531/1. Ecuador Bidding Guideline 20220531.docx,문단 57,"GFA 3,100㎡, 추정공사비 USD 2,670,000; 설계비율 6%.",MANUAL_CURATED,SERVICE_FEE_OR_MIXED,NO_MATCH,MATCH_ATTACHMENT_CONSTRUCTION_BUDGET,861.2903225806451,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,CM 보고서 기반 추정공사비,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00027&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,8,0,0,0,0,0,1,1
67,2021-2025,2021-00139,L2022-00029-1,L2022-00029,2021-00139::L2022-00029,2022-06-06,네팔,네팔,네팔 Province 2 지역 건설기술인력 양성을 위한 모델 폴리텍 설립사업 시공업체 선정,공사,WORKS,기타·미분류,미분류,3744400.0,,"$ 3,744,400",5640.1,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2022-00029-1/2. 영문입찰계획서(네팔사무소 조정안)_0531.docx,표 1 행 4,"총연면적 5,640.10㎡; 상세페이지 집행한도 USD 3,744,400; 건물·외부공사 포함; VAT 제외; 산출단가 USD 664/㎡.",5640.1:GFA;5640.1:GFA,3744400.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,건물공사와 외부토목·조경·주차·배수 등 포함; VAT 제외,L2022-00029-1/2. 영문입찰계획서(네팔사무소 조정안)_0531.docx,표 1 행 4,"총연면적 5,640.10㎡; 상세페이지 집행한도 USD 3,744,400; 건물·외부공사 포함; VAT 제외; 산출단가 USD 664/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,663.8889381393947,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00029&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,4,0,0,0,0,0,1,1
68,2021-2025,2016-20176,L2022-00032-1,L2022-00032,2016-20176::L2022-00032,2022-06-29,도미니카,도미니카,도미니카공화국 미성년자 임신방지 및 여성보건환경개선 3차사업_산후안 성보건센터 건립 시공사 선정 현지입찰,공사,WORKS,기타·미분류,신축,1507000.0,,"$ 1,507,000",858.0,GFA,TOTAL,MANUAL_CONTEXT_REVIEW,L2022-00032-1,문단 9·32,"Gross floor area 858㎡; 안전관리 일반기준 1,000㎡ 제외",1000:GFA;858:GFA;858:GFA;304.4:GFA;101.7:GFA;858:AMBIGUOUS_AREA;858:AMBIGUOUS_AREA;667:AMBIGUOUS_AREA;191:AMBIGUOUS_AREA;119.3:AMBIGUOUS_AREA;94.4:AMBIGUOUS_AREA;1284:SITE_AREA,1507000.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,1756.4102564102564,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00032&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,32,1,3,1,0,0,1,0
69,2021-2025,2020-00104,L2022-00034-1,L2022-00034,2020-00104::L2022-00034,2022-06-30,파키스탄,파키스탄,파키스탄 아동 및 지역 영양개선을 위한 영양교육센터 신축공사 공사입찰설명서,용역,WORKS,학교·교육시설,신축,2462409.0,,"$ 2,462,409",3046.75,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2022-00034-1/2. 영양교육센터 설립사업 입찰관련 서류/영문 RFP (Request for Proposal).docx,표 1 행 6,"on ∙ Summary of Construction - Site Area 3,000.00 ㎡ (322,927.88sq.ft) - No. of buildings 1 main building and parking lot - Gross Floor Area 3,046.75 ㎡ (32,796 sq.ft ) - Floors 3 -storey (no basement floor) - Structure Re",3046.75:GFA;1000:GFA;3046.75:GFA;3046.75:AMBIGUOUS_AREA;3000:AMBIGUOUS_AREA;3000:SITE_AREA;3000:QUALIFICATION;4:WORK_ITEM_AREA;4:WORK_ITEM_AREA;4:WORK_ITEM_AREA;2.5:WORK_ITEM_AREA;2.5:WORK_ITEM_AREA,2462409.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,808.2084188069255,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,DB는 용역이나 원문은 영양교육센터 신축공사,0,,,,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00034&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,44,3,0,1,0,0,1,1
70,2021-2025,2016-20176,L2022-00040-1,L2022-00040,2016-20176::L2022-00040,2022-08-10,도미니카,도미니카,도미니카공화국 미성년자 임신방지 및 여성보건환경개선 3차사업_산후안 성보건센터 건립 감리사 선정 현지입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,신축,105490.0,,"$ 105,490",1000.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2022-00040-1/(붙임3) 설계 및 규정참고자료(영문)/Attachment (Related Regulations)/7. KOICA Safety Management Manual.pdf,페이지 6,"ruction Technology Promotion Act. 1) Projects containing constructions with a budget of USD 1 million or more or with a gross floor area of 1,000 m² or more 2) Construction projects other than those in Paragraph 1 abov",1000:GFA;858:GFA;858:GFA;304.4:GFA;101.7:GFA;858:AMBIGUOUS_AREA;667:AMBIGUOUS_AREA;191:AMBIGUOUS_AREA;119.3:AMBIGUOUS_AREA;94.4:AMBIGUOUS_AREA;1284:SITE_AREA;1284:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00040&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,32,1,3,1,0,0,1,0
71,2021-2025,2016-20150,L2022-00042-1,L2022-00042,2016-20150::L2022-00042,2022-08-19,필리핀,필리핀,필리핀 퀴리노주 농촌종합개발 2차사업 잔여공사 시공사 선정,공사,WORKS,기타·미분류,신축,1406000.0,,"$ 1,406,000",6635.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2022-00042-1/1.1 잔여공사 입찰계획서_QIRDP_220817_v2.docx,표 3 행 4,"공사 규모 | - C attle Breeding Center 및 Q-Life Center - 동수: 6 개동 - 연면적: 6,6 3 5㎡ ① 축사: 3, 024 (1 층 , 2 개동 ) ② 축사 관리동: 820 ㎡ (2층) ③ 축사동 사료 창고: 660 ㎡ (1",6635:GFA;820:GFA;660:GFA;12:GFA;2091:AMBIGUOUS_AREA;28:AMBIGUOUS_AREA;1000:QUALIFICATION,1406000.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,211.90655614167295,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00042&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,0
72,2021-2025,2020-00113,L2022-00043-1,L2022-00043,2020-00113::L2022-00043,2022-09-01,방글라데시,방글라데시,방글라데시 사이버안전을 위한 디지털수사역량 확산사업 챠토그램 사이버경찰센터 시공,공사,WORKS,정부·행정시설,신축,1575000.0,,"$ 1,575,000",2194.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2022-00043-1/붙임. 사이버안전을 위한 디지털 수사 역량 확산 사업 사이버 경찰센터 시공 입.doc,문단 3,"총연면적 2,194.00㎡; 상세페이지 집행한도 USD 1,575,000; 산출단가 USD 718/㎡.",2194:GFA,1575000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2022-00043-1/붙임. 사이버안전을 위한 디지털 수사 역량 확산 사업 사이버 경찰센터 시공 입.doc,문단 3,"총연면적 2,194.00㎡; 상세페이지 집행한도 USD 1,575,000; 산출단가 USD 718/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,717.8669097538742,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00043&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
73,2021-2025,2016-20176,L2022-00046-1,L2022-00046,2016-20176::L2022-00046,2022-09-13,도미니카,도미니카,도미니카공화국 미성년자 임신방지 및 여성보건환경개선 3차사업_산후안 성보건센터 건립 시공사 선정 현지입찰,공사,WORKS,기타·미분류,신축,1507000.0,,"$ 1,507,000",858.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2022-00046-1/(붙임2) 입찰안내서(영문)_최종/Section I_Bidding Guideline for Procurement of Contractor.docx,문단 57,"총연면적 858.00㎡; 상세페이지 집행한도 USD 1,507,000; 산출단가 USD 1,756/㎡.",858:GFA;858:GFA;858:AMBIGUOUS_AREA;1284:SITE_AREA;1284:SITE_AREA;1284:SITE_AREA,1507000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2022-00046-1/(붙임2) 입찰안내서(영문)_최종/Section I_Bidding Guideline for Procurement of Contractor.docx,문단 57,"총연면적 858.00㎡; 상세페이지 집행한도 USD 1,507,000; 산출단가 USD 1,756/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1756.4102564102564,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00046&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,8,0,0,0,0,0,1,1
74,2021-2025,2019-00015,L2022-00055-1,L2022-00055,2019-00015::L2022-00055,2022-09-22,키르기즈,키르기즈,키르기즈공화국 유기농업정책 이행지원 및 역량강화 사업 약초건조장 신축공사 시공업체 선정 현지입찰,공사,WORKS,농업시설,신축,420285.0,,"$ 420,285",449.72,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2022-00055-1/(붙임1) 키르기즈 약초건조장 신축공사 현지 입찰 계획서(안) 국문_v4_0914_추가수정.hwp,문단 103,"총연면적 449.72㎡; 상세페이지 집행한도 USD 420,285; 산출단가 USD 935/㎡.",449.72:GFA;449.72:AMBIGUOUS_AREA;449.72:AMBIGUOUS_AREA;16:WORK_ITEM_AREA,420285.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,산업시설,L2022-00055-1/(붙임1) 키르기즈 약초건조장 신축공사 현지 입찰 계획서(안) 국문_v4_0914_추가수정.hwp,문단 103,"총연면적 449.72㎡; 상세페이지 집행한도 USD 420,285; 산출단가 USD 935/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,934.5481633016099,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,B,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00055&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,17,0,0,0,0,0,1,0
75,2021-2025,2020-00070,L2022-00059-1,L2022-00059,2020-00070::L2022-00059,2022-10-04,도미니카,도미니카,도미니카(공) 여성 중심 취약계층 사회경제적 역량강화사업 - 하이나 및 몬테크리스티 직업훈련센터 설계용역 입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,미분류,117460.0,,"$ 117,460",920.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2022-00059-1/입찰설명서(국문).hwp,문단 108,ㅇ 계획 연면적 : 920㎡(±5% 이내 조정 가능),920:GFA;660:GFA;2339:SITE_AREA;1078:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00059&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,11,0,0,0,0,0,1,0
76,2021-2025,2016-20176,L2022-00060-1,L2022-00060,2016-20176::L2022-00060,2022-10-10,도미니카,도미니카,도미니카공화국 미성년자 임신방지 및 여성보건환경개선 3차사업_산후안 성보건센터 건립 감리사 선정 현지입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,신축,105490.0,,"$ 105,490",858.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2022-00060-1/(붙임4) 감리 입찰계획서(국문).hwp,문단 62,ㅇ 연면적 : 858㎡,858:GFA;858:GFA;1284:SITE_AREA;1284:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00060&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,8,0,0,0,0,0,1,0
77,2021-2025,2020-00053,L2022-00068-1,L2022-00068,2020-00053::L2022-00068,2022-11-25,에티오피아,에티오피아,에티오피아 양질의 일자리 창출을 위한 ICT기반의 창업 및 중소기업(SME)육성 지원사업 ICT 센터 리모델링 공사,공사,WORKS,기타·미분류,리모델링·개보수,704431.0,,"$ 704,431",2443.0,RENOVATION_FLOOR_AREA,SUM_2_FLOORS,MANUAL_CONTEXT_REVIEW,L2022-00068-1/붙임 1. 입찰 계획서.hwp,문단 115·117,"1층 1,246㎡ + 2층 1,197㎡; 안전관리 일반기준 1,000㎡ 제외",1000:GFA;1246:AMBIGUOUS_AREA;1197:AMBIGUOUS_AREA;1000:QUALIFICATION;16:WORK_ITEM_AREA,704431.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,288.3467048710602,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2022-00068&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,35,2,2,1,0,0,1,0
78,2021-2025,2021-00064,L2023-00021-1,L2023-00021,2021-00064::L2023-00021,2023-02-06,파라과이,파라과이,파라과이 멀티미디어 교육지원센터 설립을 통한 교육접근성 향상사업(설계 용역 입찰),용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,미분류,88000.0,,"$ 88,000",1000.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2023-00021-1/붙임1. 파라과이 멀티미디어 센터 설계용역 입찰설명서(국문본)_최종_230130_기평팀.hwp,문단 104,"ㅇ 계획 연면적 : 1,000㎡ (±10% 이내 조정 가능)",1000:GFA;1000:GFA;1000:GFA;2000:AMBIGUOUS_AREA;2000:AMBIGUOUS_AREA;1700:AMBIGUOUS_AREA;1700:AMBIGUOUS_AREA;1700:AMBIGUOUS_AREA;1700:AMBIGUOUS_AREA;1400:AMBIGUOUS_AREA;1400:AMBIGUOUS_AREA;1400:AMBIGUOUS_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,1,A,사무소 협의 적용단가,YES,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2023-00021&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,21,0,0,0,0,0,1,1
79,2021-2025,2020-00053,L2023-00004-1,L2023-00004,2020-00053::L2023-00004,2023-02-10,에티오피아,에티오피아,에티오피아 양질의 일자리 창출을 위한 ICT기반의 창업 및 중소기업(SME)육성 지원사업 ICT 센터 리모델링 공사,공사,WORKS,기타·미분류,리모델링·개보수,704431.0,,"$ 704,431",2443.0,RENOVATION_FLOOR_AREA,SUM_2_FLOORS,MANUAL_CONTEXT_REVIEW,L2023-00004-1/붙임 1. 에티오피아 ICT 센터 입찰 계획.hwp,문단 114·116,"1층 1,246㎡ + 2층 1,197㎡; 안전관리 일반기준 1,000㎡ 제외",1000:GFA;1246:AMBIGUOUS_AREA;1197:AMBIGUOUS_AREA;1000:QUALIFICATION;16:WORK_ITEM_AREA,704431.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,288.3467048710602,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2023-00004&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,41,3,7,1,0,0,1,1
